Partner Data Point File	- compression			
Start of Test Mon 10 Sep 2018 15:31:06				
Time ( min )	Stress ( psi )	Position ( in )	Load ( lbf )	Zone
1.03667	0.025	1858.9	Speed 1
1.03833	0.025	1862.2	Speed 1
1.04	0.025	1865.3	Speed 1
1.04167	0.025	1868	Speed 1
1.04333	0.0253	1871	Speed 1
1.045	0.0253	1873.8	Speed 1
1.04667	0.0253	1876.8	Speed 1
1.04833	0.0253	1879.7	Speed 1
1.05	0.0253	1882.8	Speed 1
1.05167	0.0253	1885.7	Speed 1
1.05333	0.0253	1888.7	Speed 1
1.055	0.0253	1892	Speed 1
1.05667	0.0255	1895.1	Speed 1
1.05833	0.0255	1898	Speed 1
1.06	0.0255	1901.2	Speed 1
1.06167	0.0255	1904.1	Speed 1
1.06333	0.0255	1907.1	Speed 1
1.065	0.0255	1910	Speed 1
1.06667	0.0258	1913.2	Speed 1
1.06833	0.0258	1916.2	Speed 1
1.07	0.0258	1919.2	Speed 1
1.07167	0.0258	1922.3	Speed 1
1.07333	0.0258	1925.3	Speed 1
1.075	0.0258	1928.2	Speed 1
1.07667	0.0258	1931.3	Speed 1
1.07833	0.0258	1934.2	Speed 1
1.08	0.026	1937.1	Speed 1
1.08167	0.026	1940.2	Speed 1
1.08333	0.026	1943.3	Speed 1
1.085	0.026	1946.2	Speed 1
1.08667	0.026	1949	Speed 1
1.08833	0.026	1951.9	Speed 1
1.09	0.026	1954.9	Speed 1
1.09167	0.0262	1958.1	Speed 1
1.09333	0.0262	1961.1	Speed 1
1.095	0.0262	1964.2	Speed 1
1.09667	0.0262	1967.1	Speed 1
1.09833	0.0262	1970.2	Speed 1
1.1	0.0262	1972.9	Speed 1
1.10167	0.0262	1976.2	Speed 1
1.10333	0.0265	1979	Speed 1
1.105	0.0265	1982.3	Speed 1
1.10667	0.0265	1985.2	Speed 1
1.10833	0.0265	1988	Speed 1
1.11	0.0265	1991.1	Speed 1
1.11167	0.0265	1994	Speed 1
1.11333	0.0265	1997.1	Speed 1
1.115	0.0268	2000.2	Speed 1
1.11667	0.0268	2002.9	Speed 1
1.11833	0.0268	2005.9	Speed 1
1.12	0.0268	2009.1	Speed 1
1.12167	0.0268	2012.1	Speed 1
1.12333	0.0268	2014.9	Speed 1
1.125	0.0268	2017.9	Speed 1
1.12667	0.027	2021.2	Speed 1
1.12833	0.027	2024.1	Speed 1
1.13	0.027	2026.8	Speed 1
1.13167	0.027	2030	Speed 1
1.13333	0.027	2032.9	Speed 1
1.135	0.027	2036.2	Speed 1
1.13667	0.027	2039.2	Speed 1
1.13833	0.0272	2042.2	Speed 1
1.14	0.0272	2045.1	Speed 1
1.14167	0.0272	2048	Speed 1
1.14333	0.0272	2051	Speed 1
1.145	0.0272	2054.1	Speed 1
1.14667	0.0272	2057	Speed 1
1.14833	0.0272	2059.9	Speed 1
1.15	0.0272	2062.9	Speed 1
1.15167	0.0275	2066	Speed 1
1.15333	0.0275	2068.9	Speed 1
1.155	0.0275	2071.9	Speed 1
1.15667	0.0275	2075	Speed 1
1.15833	0.0275	2077.8	Speed 1
1.16	0.0275	2080.8	Speed 1
1.16167	0.0278	2083.9	Speed 1
1.16333	0.0278	2086.8	Speed 1
1.165	0.0278	2089.8	Speed 1
1.16667	0.0278	2092.6	Speed 1
1.16833	0.0278	2095.6	Speed 1
1.17	0.0278	2098.8	Speed 1
1.17167	0.0278	2101.7	Speed 1
1.17333	0.0278	2104.6	Speed 1
1.175	0.028	2107.8	Speed 1
1.17667	0.028	2110.4	Speed 1
1.17833	0.028	2113.5	Speed 1
1.18	0.028	2116.5	Speed 1
1.18167	0.028	2119.5	Speed 1
1.18333	0.028	2122.5	Speed 1
1.185	0.0283	2125.5	Speed 1
1.18667	0.0283	2128.5	Speed 1
1.18833	0.0283	2131.7	Speed 1
1.19	0.0283	2134.8	Speed 1
1.19167	0.0283	2137.8	Speed 1
1.19333	0.0283	2140.9	Speed 1
1.195	0.0283	2144	Speed 1
1.19667	0.0285	2146.8	Speed 1
1.19833	0.0285	2149.8	Speed 1
1.2	0.0285	2153	Speed 1
1.20167	0.0285	2155.8	Speed 1
1.20333	0.0285	2158.8	Speed 1
1.205	0.0285	2162	Speed 1
1.20667	0.0285	2164.9	Speed 1
1.20833	0.0288	2167.9	Speed 1
1.21	0.0288	2170.8	Speed 1
1.21167	0.0288	2173.8	Speed 1
1.21333	0.0288	2176.8	Speed 1
1.215	0.0288	2179.8	Speed 1
1.21667	0.0288	2183.2	Speed 1
1.21833	0.0288	2186	Speed 1
1.22	0.029	2189.2	Speed 1
1.22167	0.029	2192	Speed 1
1.22333	0.029	2194.8	Speed 1
1.225	0.029	2198.2	Speed 1
1.22667	0.029	2201.2	Speed 1
1.22833	0.029	2203.9	Speed 1
1.23	0.029	2207.1	Speed 1
1.23167	0.0292	2210.1	Speed 1
1.23333	0.0292	2213.1	Speed 1
1.235	0.0292	2216.2	Speed 1
1.23667	0.0292	2219.2	Speed 1
1.23833	0.0292	2222.1	Speed 1
1.24	0.0292	2225.1	Speed 1
1.24167	0.0292	2228.4	Speed 1
1.24333	0.0295	2231.2	Speed 1
1.245	0.0295	2234.1	Speed 1
1.24667	0.0295	2237	Speed 1
1.24833	0.0295	2239.9	Speed 1
1.25	0.0295	2243	Speed 1
1.25167	0.0295	2245.9	Speed 1
1.25333	0.0297	2248.9	Speed 1
1.255	0.0297	2251.9	Speed 1
1.25667	0.0297	2255	Speed 1
1.25833	0.0297	2258.1	Speed 1
1.26	0.0297	2260.9	Speed 1
1.26167	0.0297	2264	Speed 1
1.26333	0.0297	2267.1	Speed 1
1.265	0.0297	2270	Speed 1
1.26667	0.03	2272.9	Speed 1
1.26833	0.03	2275.8	Speed 1
1.27	0.03	2279.1	Speed 1
1.27167	0.03	2282.1	Speed 1
1.27333	0.03	2285.1	Speed 1
1.275	0.03	2288.3	Speed 1
1.27667	0.03	2291.3	Speed 1
1.27833	0.0302	2294.4	Speed 1
1.28	0.0302	2297.5	Speed 1
1.28167	0.0302	2300.3	Speed 1
1.28333	0.0302	2303.4	Speed 1
1.285	0.0302	2306.3	Speed 1
1.28667	0.0302	2309.1	Speed 1
1.28833	0.0302	2312	Speed 1
1.29	0.0305	2315.3	Speed 1
1.29167	0.0305	2318.2	Speed 1
1.29333	0.0305	2321.4	Speed 1
1.295	0.0305	2324.3	Speed 1
1.29667	0.0305	2327.5	Speed 1
1.29833	0.0305	2330.4	Speed 1
1.3	0.0305	2333.1	Speed 1
1.30167	0.0308	2336.3	Speed 1
1.30333	0.0308	2339.2	Speed 1
1.305	0.0308	2342.2	Speed 1
1.30667	0.0308	2345.1	Speed 1
1.30833	0.0308	2348.1	Speed 1
1.31	0.0308	2351.1	Speed 1
1.31167	0.0308	2354	Speed 1
1.31333	0.031	2357.1	Speed 1
1.315	0.031	2360.2	Speed 1
1.31667	0.031	2363	Speed 1
1.31833	0.031	2366.1	Speed 1
1.32	0.031	2369.2	Speed 1
1.32167	0.031	2372.1	Speed 1
1.32333	0.031	2375	Speed 1
1.325	0.0312	2378.3	Speed 1
1.32667	0.0312	2381.3	Speed 1
1.32833	0.0312	2384.4	Speed 1
1.33	0.0312	2387.6	Speed 1
1.33167	0.0312	2390.5	Speed 1
1.33333	0.0312	2393.2	Speed 1
1.335	0.0312	2396.1	Speed 1
1.33667	0.0312	2399.1	Speed 1
1.33833	0.0315	2402.2	Speed 1
1.34	0.0315	2405.1	Speed 1
1.34167	0.0315	2408	Speed 1
1.34333	0.0315	2411	Speed 1
1.345	0.0315	2413.8	Speed 1
1.34667	0.0315	2416.7	Speed 1
1.34833	0.0315	2419.6	Speed 1
1.35	0.0318	2422.6	Speed 1
1.35167	0.0318	2425.7	Speed 1
1.35333	0.0318	2428.7	Speed 1
1.355	0.0318	2431.7	Speed 1
1.35667	0.0318	2434.6	Speed 1
1.35833	0.0318	2437.8	Speed 1
1.36	0.0318	2441	Speed 1
1.36167	0.0318	2443.6	Speed 1
1.36333	0.032	2446.8	Speed 1
1.365	0.032	2450	Speed 1
1.36667	0.032	2452.8	Speed 1
1.36833	0.032	2455.8	Speed 1
1.37	0.032	2458.8	Speed 1
1.37167	0.032	2462	Speed 1
1.37333	0.0322	2465	Speed 1
1.375	0.0322	2467.9	Speed 1
1.37667	0.0322	2470.9	Speed 1
1.37833	0.0322	2474.2	Speed 1
1.38	0.0322	2477.2	Speed 1
1.38167	0.0322	2480.2	Speed 1
1.38333	0.0322	2483.4	Speed 1
1.385	0.0322	2486.3	Speed 1
1.38667	0.0325	2489.5	Speed 1
1.38833	0.0325	2492.4	Speed 1
1.39	0.0325	2495.5	Speed 1
1.39167	0.0325	2498.3	Speed 1
1.39333	0.0325	2501.5	Speed 1
1.395	0.0325	2504.7	Speed 1
1.39667	0.0325	2507.7	Speed 1
1.39833	0.0327	2510.6	Speed 1
1.4	0.0327	2513.5	Speed 1
1.40167	0.0327	2516.5	Speed 1
1.40333	0.0327	2519.4	Speed 1
1.405	0.0327	2522.6	Speed 1
1.40667	0.0327	2525.4	Speed 1
1.40833	0.0327	2528.2	Speed 1
1.41	0.0327	2531.2	Speed 1
1.41167	0.033	2534.3	Speed 1
1.41333	0.033	2537.2	Speed 1
1.415	0.033	2540.4	Speed 1
1.41667	0.033	2543.3	Speed 1
1.41833	0.033	2546.3	Speed 1
1.42	0.033	2549.4	Speed 1
1.42167	0.033	2552.4	Speed 1
1.42333	0.0333	2555.5	Speed 1
1.425	0.0333	2558.4	Speed 1
1.42667	0.0333	2561.6	Speed 1
1.42833	0.0333	2564.5	Speed 1
1.43	0.0333	2567.4	Speed 1
1.43167	0.0333	2570.4	Speed 1
1.43333	0.0333	2573.4	Speed 1
1.435	0.0333	2576.5	Speed 1
1.43667	0.0333	2579.4	Speed 1
1.43833	0.0335	2582.3	Speed 1
1.44	0.0335	2585.5	Speed 1
1.44167	0.0335	2588.3	Speed 1
1.44333	0.0335	2591.2	Speed 1
1.445	0.0335	2594.1	Speed 1
1.44667	0.0335	2597.3	Speed 1
1.44833	0.0335	2600.2	Speed 1
1.45	0.0338	2603.1	Speed 1
1.45167	0.0338	2606.3	Speed 1
1.45333	0.0338	2609.5	Speed 1
1.455	0.0338	2612.3	Speed 1
1.45667	0.0338	2615.2	Speed 1
1.45833	0.0338	2618.2	Speed 1
1.46	0.0338	2621.2	Speed 1
1.46167	0.0338	2624.1	Speed 1
1.46333	0.0338	2627.3	Speed 1
1.465	0.034	2630.5	Speed 1
1.46667	0.034	2633.4	Speed 1
1.46833	0.034	2636.2	Speed 1
1.47	0.034	2639.2	Speed 1
1.47167	0.034	2642.3	Speed 1
1.47333	0.034	2645.1	Speed 1
1.475	0.034	2648.3	Speed 1
1.47667	0.034	2650.9	Speed 1
1.47833	0.0342	2654.1	Speed 1
1.48	0.0342	2657.1	Speed 1
1.48167	0.0342	2660.3	Speed 1
1.48333	0.0342	2663.1	Speed 1
1.485	0.0342	2666.2	Speed 1
1.48667	0.0342	2669.2	Speed 1
1.48833	0.0342	2671.9	Speed 1
1.49	0.0342	2675	Speed 1
1.49167	0.0345	2678.1	Speed 1
1.49333	0.0345	2680.9	Speed 1
1.495	0.0345	2683.9	Speed 1
1.49667	0.0345	2686.8	Speed 1
1.49833	0.0345	2689.7	Speed 1
1.5	0.0345	2692.9	Speed 1
1.50167	0.0345	2695.8	Speed 1
1.50333	0.0345	2698.7	Speed 1
1.505	0.0347	2701.7	Speed 1
1.50667	0.0347	2704.9	Speed 1
1.50833	0.0347	2707.8	Speed 1
1.51	0.0347	2710.9	Speed 1
1.51167	0.0347	2714	Speed 1
1.51333	0.0347	2717.2	Speed 1
1.515	0.0347	2720.4	Speed 1
1.51667	0.0347	2723.3	Speed 1
1.51833	0.035	2726.3	Speed 1
1.52	0.035	2729.2	Speed 1
1.52167	0.035	2732.1	Speed 1
1.52333	0.035	2735.1	Speed 1
1.525	0.035	2738.2	Speed 1
1.52667	0.035	2741.1	Speed 1
1.52833	0.035	2744.1	Speed 1
1.53	0.035	2747.2	Speed 1
1.53167	0.0353	2750	Speed 1
1.53333	0.0353	2752.9	Speed 1
1.535	0.0353	2755.7	Speed 1
1.53667	0.0353	2758.5	Speed 1
1.53833	0.0353	2761.8	Speed 1
1.54	0.0353	2765	Speed 1
1.54167	0.0353	2768.1	Speed 1
1.54333	0.0353	2771.2	Speed 1
1.545	0.0353	2774.3	Speed 1
1.54667	0.0355	2777.4	Speed 1
1.54833	0.0355	2780.3	Speed 1
1.55	0.0355	2783.2	Speed 1
1.55167	0.0355	2786	Speed 1
1.55333	0.0355	2789.1	Speed 1
1.555	0.0355	2792.1	Speed 1
1.55667	0.0355	2795.2	Speed 1
1.55833	0.0355	2798.1	Speed 1
1.56	0.0358	2801.3	Speed 1
1.56167	0.0358	2804.3	Speed 1
1.56333	0.0358	2807.2	Speed 1
1.565	0.0358	2810.2	Speed 1
1.56667	0.0358	2813.2	Speed 1
1.56833	0.0358	2816.2	Speed 1
1.57	0.0358	2819	Speed 1
1.57167	0.0358	2822	Speed 1
1.57333	0.0358	2825	Speed 1
1.575	0.036	2828.1	Speed 1
1.57667	0.036	2830.9	Speed 1
1.57833	0.036	2834.2	Speed 1
1.58	0.036	2837.1	Speed 1
1.58167	0.036	2840.1	Speed 1
1.58333	0.036	2842.9	Speed 1
1.585	0.036	2846.1	Speed 1
1.58667	0.036	2849.1	Speed 1
1.58833	0.0363	2852	Speed 1
1.59	0.0363	2855.2	Speed 1
1.59167	0.0363	2858.1	Speed 1
1.59333	0.0363	2861.1	Speed 1
1.595	0.0363	2864.2	Speed 1
1.59667	0.0363	2867.1	Speed 1
1.59833	0.0363	2870.1	Speed 1
1.6	0.0363	2873.1	Speed 1
1.60167	0.0363	2876	Speed 1
1.60333	0.0365	2879.1	Speed 1
1.605	0.0365	2882.1	Speed 1
1.60667	0.0365	2885	Speed 1
1.60833	0.0365	2888.1	Speed 1
1.61	0.0365	2891.1	Speed 1
1.61167	0.0365	2894.2	Speed 1
1.61333	0.0365	2897.3	Speed 1
1.615	0.0365	2899.9	Speed 1
1.61667	0.0367	2903	Speed 1
1.61833	0.0367	2906.1	Speed 1
1.62	0.0367	2909.1	Speed 1
1.62167	0.0367	2912.2	Speed 1
1.62333	0.0367	2915.2	Speed 1
1.625	0.0367	2918	Speed 1
1.62667	0.0367	2921.2	Speed 1
1.62833	0.0367	2924.2	Speed 1
1.63	0.0367	2927.1	Speed 1
1.63167	0.037	2930	Speed 1
1.63333	0.037	2933.1	Speed 1
1.635	0.037	2936.1	Speed 1
1.63667	0.037	2939.1	Speed 1
1.63833	0.037	2941.8	Speed 1
1.64	0.037	2944.9	Speed 1
1.64167	0.037	2947.9	Speed 1
1.64333	0.037	2950.9	Speed 1
1.645	0.0373	2954	Speed 1
1.64667	0.0373	2956.9	Speed 1
1.64833	0.0373	2959.8	Speed 1
1.65	0.0373	2962.9	Speed 1
1.65167	0.0373	2966.1	Speed 1
1.65333	0.0373	2969.2	Speed 1
1.655	0.0373	2972.1	Speed 1
1.65667	0.0373	2974.9	Speed 1
1.65833	0.0373	2978	Speed 1
1.66	0.0373	2981.1	Speed 1
1.66167	0.0375	2984.2	Speed 1
1.66333	0.0375	2987.2	Speed 1
1.665	0.0375	2990.2	Speed 1
1.66667	0.0375	2993.1	Speed 1
1.66833	0.0375	2996.1	Speed 1
1.67	0.0375	2999	Speed 1
1.67167	0.0375	3001.9	Speed 1
1.67333	0.0375	3004.9	Speed 1
1.675	0.0377	3008.1	Speed 1
1.67667	0.0377	3010.9	Speed 1
1.67833	0.0377	3013.9	Speed 1
1.68	0.0377	3017.1	Speed 1
1.68167	0.0377	3020.2	Speed 1
1.68333	0.0377	3023.2	Speed 1
1.685	0.0377	3026.3	Speed 1
1.68667	0.0377	3029.1	Speed 1
1.68833	0.0377	3032	Speed 1
1.69	0.038	3035.2	Speed 1
1.69167	0.038	3038.2	Speed 1
1.69333	0.038	3041.3	Speed 1
1.695	0.038	3044.5	Speed 1
1.69667	0.038	3047.6	Speed 1
1.69833	0.038	3050.5	Speed 1
1.7	0.038	3053.5	Speed 1
1.70167	0.038	3056.6	Speed 1
1.70333	0.038	3059.8	Speed 1
1.705	0.0383	3062.8	Speed 1
1.70667	0.0383	3065.6	Speed 1
1.70833	0.0383	3068.6	Speed 1
1.71	0.0383	3071.7	Speed 1
1.71167	0.0383	3074.6	Speed 1
1.71333	0.0383	3077.4	Speed 1
1.715	0.0383	3080.3	Speed 1
1.71667	0.0383	3083.3	Speed 1
1.71833	0.0383	3086.5	Speed 1
1.72	0.0385	3089.7	Speed 1
1.72167	0.0385	3092.6	Speed 1
1.72333	0.0385	3095.4	Speed 1
1.725	0.0385	3098.3	Speed 1
1.72667	0.0385	3101.5	Speed 1
1.72833	0.0385	3104.5	Speed 1
1.73	0.0385	3107.6	Speed 1
1.73167	0.0385	3110.4	Speed 1
1.73333	0.0385	3113.4	Speed 1
1.735	0.0385	3116.4	Speed 1
1.73667	0.0388	3119.2	Speed 1
1.73833	0.0388	3122	Speed 1
1.74	0.0388	3124.9	Speed 1
1.74167	0.0388	3127.9	Speed 1
1.74333	0.0388	3131	Speed 1
1.745	0.0388	3133.7	Speed 1
1.74667	0.0388	3136.6	Speed 1
1.74833	0.0388	3139.7	Speed 1
1.75	0.0388	3142.7	Speed 1
1.75167	0.0388	3145.9	Speed 1
1.75333	0.039	3148.8	Speed 1
1.755	0.039	3151.8	Speed 1
1.75667	0.039	3154.8	Speed 1
1.75833	0.039	3157.8	Speed 1
1.76	0.039	3160.9	Speed 1
1.76167	0.039	3163.8	Speed 1
1.76333	0.039	3166.5	Speed 1
1.765	0.039	3169.8	Speed 1
1.76667	0.039	3173	Speed 1
1.76833	0.0393	3176.2	Speed 1
1.77	0.0393	3179.3	Speed 1
1.77167	0.0393	3182.4	Speed 1
1.77333	0.0393	3185.1	Speed 1
1.775	0.0393	3188.2	Speed 1
1.77667	0.0393	3191.2	Speed 1
1.77833	0.0393	3194.1	Speed 1
1.78	0.0393	3197.2	Speed 1
1.78167	0.0393	3199.9	Speed 1
1.78333	0.0393	3203.1	Speed 1
1.785	0.0395	3206.1	Speed 1
1.78667	0.0395	3209	Speed 1
1.78833	0.0395	3211.8	Speed 1
1.79	0.0395	3214.9	Speed 1
1.79167	0.0395	3217.9	Speed 1
1.79333	0.0395	3221	Speed 1
1.795	0.0395	3224.1	Speed 1
1.79667	0.0395	3227.1	Speed 1
1.79833	0.0395	3230.1	Speed 1
1.8	0.0397	3232.9	Speed 1
1.80167	0.0397	3236	Speed 1
1.80333	0.0397	3239	Speed 1
1.805	0.0397	3242.2	Speed 1
1.80667	0.0397	3245.2	Speed 1
1.80833	0.0397	3248	Speed 1
1.81	0.0397	3251.1	Speed 1
1.81167	0.0397	3254.2	Speed 1
1.81333	0.0397	3256.8	Speed 1
1.815	0.0397	3259.7	Speed 1
1.81667	0.0397	3262.7	Speed 1
1.81833	0.04	3266.1	Speed 1
1.82	0.04	3268.9	Speed 1
1.82167	0.04	3272	Speed 1
1.82333	0.04	3274.8	Speed 1
1.825	0.04	3278	Speed 1
1.82667	0.04	3280.8	Speed 1
1.82833	0.04	3283.7	Speed 1
1.83	0.04	3287	Speed 1
1.83167	0.04	3290.1	Speed 1
1.83333	0.0402	3293	Speed 1
1.835	0.0402	3296.3	Speed 1
1.83667	0.0402	3299.2	Speed 1
1.83833	0.0402	3302	Speed 1
1.84	0.0402	3305.1	Speed 1
1.84167	0.0402	3307.8	Speed 1
1.84333	0.0402	3310.9	Speed 1
1.845	0.0402	3313.9	Speed 1
1.84667	0.0402	3317	Speed 1
1.84833	0.0402	3319.8	Speed 1
1.85	0.0405	3323	Speed 1
1.85167	0.0405	3325.9	Speed 1
1.85333	0.0405	3328.9	Speed 1
1.855	0.0405	3331.8	Speed 1
1.85667	0.0405	3335.1	Speed 1
1.85833	0.0405	3338.3	Speed 1
1.86	0.0405	3341.1	Speed 1
1.86167	0.0405	3344.1	Speed 1
1.86333	0.0405	3347	Speed 1
1.865	0.0407	3350.2	Speed 1
1.86667	0.0407	3353	Speed 1
1.86833	0.0407	3356.1	Speed 1
1.87	0.0407	3359.3	Speed 1
1.87167	0.0407	3362.2	Speed 1
1.87333	0.0407	3365.1	Speed 1
1.875	0.0407	3368.3	Speed 1
1.87667	0.0407	3371.2	Speed 1
1.87833	0.0407	3374.2	Speed 1
1.88	0.0407	3377.3	Speed 1
1.88167	0.0407	3380.2	Speed 1
1.88333	0.041	3383.1	Speed 1
1.885	0.041	3385.9	Speed 1
1.88667	0.041	3388.8	Speed 1
1.88833	0.041	3391.7	Speed 1
1.89	0.041	3394.9	Speed 1
1.89167	0.041	3397.8	Speed 1
1.89333	0.041	3401	Speed 1
1.895	0.041	3404.3	Speed 1
1.89667	0.041	3407.2	Speed 1
1.89833	0.041	3410	Speed 1
1.9	0.0413	3413.1	Speed 1
1.90167	0.0413	3416	Speed 1
1.90333	0.0413	3419	Speed 1
1.905	0.0413	3422.1	Speed 1
1.90667	0.0413	3424.9	Speed 1
1.90833	0.0413	3427.9	Speed 1
1.91	0.0413	3431.1	Speed 1
1.91167	0.0413	3433.9	Speed 1
1.91333	0.0413	3436.9	Speed 1
1.915	0.0413	3439.8	Speed 1
1.91667	0.0415	3442.6	Speed 1
1.91833	0.0415	3445.9	Speed 1
1.92	0.0415	3448.9	Speed 1
1.92167	0.0415	3451.7	Speed 1
1.92333	0.0415	3454.9	Speed 1
1.925	0.0415	3458.1	Speed 1
1.92667	0.0415	3461.2	Speed 1
1.92833	0.0415	3464.1	Speed 1
1.93	0.0415	3467	Speed 1
1.93167	0.0415	3470.1	Speed 1
1.93333	0.0417	3473.3	Speed 1
1.935	0.0417	3476.2	Speed 1
1.93667	0.0417	3479.3	Speed 1
1.93833	0.0417	3482.2	Speed 1
1.94	0.0417	3485.1	Speed 1
1.94167	0.0417	3488.2	Speed 1
1.94333	0.0417	3491.1	Speed 1
1.945	0.0417	3494.3	Speed 1
1.94667	0.0417	3497	Speed 1
1.94833	0.0417	3499.8	Speed 1
1.95	0.0417	3502.8	Speed 1
1.95167	0.042	3505.8	Speed 1
1.95333	0.042	3508.9	Speed 1
1.955	0.042	3511.9	Speed 1
1.95667	0.042	3515.1	Speed 1
1.95833	0.042	3518.1	Speed 1
1.96	0.042	3521.2	Speed 1
1.96167	0.042	3524.4	Speed 1
1.96333	0.042	3527.2	Speed 1
1.965	0.042	3530.1	Speed 1
1.96667	0.0423	3533.1	Speed 1
1.96833	0.0423	3536.2	Speed 1
1.97	0.0423	3539.3	Speed 1
1.97167	0.0423	3542.1	Speed 1
1.97333	0.0423	3544.9	Speed 1
1.975	0.0423	3547.9	Speed 1
1.97667	0.0423	3550.8	Speed 1
1.97833	0.0423	3553.9	Speed 1
1.98	0.0423	3557.1	Speed 1
1.98167	0.0423	3560.1	Speed 1
1.98333	0.0423	3562.9	Speed 1
1.985	0.0425	3565.9	Speed 1
1.98667	0.0425	3568.8	Speed 1
1.98833	0.0425	3571.8	Speed 1
1.99	0.0425	3575	Speed 1
1.99167	0.0425	3577.9	Speed 1
1.99333	0.0425	3581	Speed 1
1.995	0.0425	3583.9	Speed 1
1.99667	0.0425	3587	Speed 1
1.99833	0.0425	3590	Speed 1
2	0.0425	3593.1	Speed 1
2.00167	0.0427	3595.9	Speed 1
2.00333	0.0427	3599.1	Speed 1
2.005	0.0427	3602.2	Speed 1
2.00667	0.0427	3605	Speed 1
2.00833	0.0427	3608	Speed 1
2.01	0.0427	3611	Speed 1
2.01167	0.0427	3614	Speed 1
2.01333	0.0427	3617	Speed 1
2.015	0.0427	3620.2	Speed 1
2.01667	0.0427	3623.1	Speed 1
2.01833	0.0427	3626.1	Speed 1
2.02	0.043	3628.9	Speed 1
2.02167	0.043	3631.9	Speed 1
2.02333	0.043	3635.1	Speed 1
2.025	0.043	3638.1	Speed 1
2.02667	0.043	3640.8	Speed 1
2.02833	0.043	3643.7	Speed 1
2.03	0.043	3646.9	Speed 1
2.03167	0.043	3649.7	Speed 1
2.03333	0.043	3652.6	Speed 1
2.035	0.043	3655.6	Speed 1
2.03667	0.0432	3658.9	Speed 1
2.03833	0.0432	3661.9	Speed 1
2.04	0.0432	3664.8	Speed 1
2.04167	0.0432	3668.2	Speed 1
2.04333	0.0432	3671.2	Speed 1
2.045	0.0432	3674.3	Speed 1
2.04667	0.0432	3677.3	Speed 1
2.04833	0.0432	3680.2	Speed 1
2.05	0.0432	3683.6	Speed 1
2.05167	0.0432	3686.5	Speed 1
2.05333	0.0432	3689.5	Speed 1
2.055	0.0435	3692.5	Speed 1
2.05667	0.0435	3695.2	Speed 1
2.05833	0.0435	3698	Speed 1
2.06	0.0435	3701.1	Speed 1
2.06167	0.0435	3704	Speed 1
2.06333	0.0435	3707	Speed 1
2.065	0.0435	3710	Speed 1
2.06667	0.0435	3713.1	Speed 1
2.06833	0.0435	3716.3	Speed 1
2.07	0.0435	3719.2	Speed 1
2.07167	0.0438	3722.3	Speed 1
2.07333	0.0438	3725.3	Speed 1
2.075	0.0438	3728.2	Speed 1
2.07667	0.0438	3731.2	Speed 1
2.07833	0.0438	3734	Speed 1
2.08	0.0438	3736.9	Speed 1
2.08167	0.0438	3739.8	Speed 1
2.08333	0.0438	3742.8	Speed 1
2.085	0.0438	3746	Speed 1
2.08667	0.0438	3748.8	Speed 1
2.08833	0.0438	3751.8	Speed 1
2.09	0.044	3754.9	Speed 1
2.09167	0.044	3757.9	Speed 1
2.09333	0.044	3760.9	Speed 1
2.095	0.044	3764	Speed 1
2.09667	0.044	3766.9	Speed 1
2.09833	0.044	3769.9	Speed 1
2.1	0.044	3772.7	Speed 1
2.10167	0.044	3776	Speed 1
2.10333	0.044	3779.1	Speed 1
2.105	0.044	3782.1	Speed 1
2.10667	0.0443	3785.1	Speed 1
2.10833	0.0443	3788	Speed 1
2.11	0.0443	3791	Speed 1
2.11167	0.0443	3793.8	Speed 1
2.11333	0.0443	3797	Speed 1
2.115	0.0443	3799.9	Speed 1
2.11667	0.0443	3802.9	Speed 1
2.11833	0.0443	3806	Speed 1
2.12	0.0443	3809.2	Speed 1
2.12167	0.0443	3812.2	Speed 1
2.12333	0.0443	3815.2	Speed 1
2.125	0.0445	3818.1	Speed 1
2.12667	0.0445	3821	Speed 1
2.12833	0.0445	3824	Speed 1
2.13	0.0445	3827	Speed 1
2.13167	0.0445	3830.1	Speed 1
2.13333	0.0445	3833	Speed 1
2.135	0.0445	3835.8	Speed 1
2.13667	0.0445	3838.9	Speed 1
2.13833	0.0445	3841.9	Speed 1
2.14	0.0445	3845.3	Speed 1
2.14167	0.0447	3848.3	Speed 1
2.14333	0.0447	3851.1	Speed 1
2.145	0.0447	3854.1	Speed 1
2.14667	0.0447	3856.8	Speed 1
2.14833	0.0447	3859.9	Speed 1
2.15	0.0447	3862.9	Speed 1
2.15167	0.0447	3866.1	Speed 1
2.15333	0.0447	3869.1	Speed 1
2.155	0.0447	3872.3	Speed 1
2.15667	0.0447	3875.1	Speed 1
2.15833	0.0447	3878.1	Speed 1
2.16	0.0447	3881.1	Speed 1
2.16167	0.045	3884.1	Speed 1
2.16333	0.045	3887.1	Speed 1
2.165	0.045	3890.2	Speed 1
2.16667	0.045	3892.9	Speed 1
2.16833	0.045	3896	Speed 1
2.17	0.045	3898.9	Speed 1
2.17167	0.045	3902	Speed 1
2.17333	0.045	3904.7	Speed 1
2.175	0.045	3908	Speed 1
2.17667	0.045	3911.1	Speed 1
2.17833	0.0452	3913.8	Speed 1
2.18	0.0452	3917	Speed 1
2.18167	0.0452	3920.1	Speed 1
2.18333	0.0452	3923	Speed 1
2.185	0.0452	3926	Speed 1
2.18667	0.0452	3929	Speed 1
2.18833	0.0452	3931.8	Speed 1
